Date,High,Low,Open,Close,Volume,Adj Close
2012-01-02,81.16666412353516,79.38333129882812,80.81666564941406,80.08333587646484,3349536.0,47.577720642089844
2012-01-03,79.41666412353516,77.54166412353516,79.41666412353516,78.79166412353516,5093520.0,46.81032943725586
2012-01-04,79.09166717529297,76.83333587646484,78.16666412353516,78.44999694824219,6689376.0,46.60733413696289
2012-01-05,79.0,76.34166717529297,78.6500015258789,76.6500015258789,3608370.0,45.5379638671875
2012-01-06,79.91666412353516,76.83333587646484,76.95833587646484,79.41666412353516,6357780.0,47.18164825439453
2012-01-09,79.33333587646484,77.5,78.375,78.17500305175781,2212680.0,46.4439697265625
2012-01-10,81.0999984741211,78.42500305175781,78.66666412353516,80.44999694824219,2129322.0,47.79555130004883
2012-01-11,84.9749984741211,80.85832977294922,81.15833282470703,84.58333587646484,4620966.0,50.25117492675781
2012-01-12,86.0,83.3499984741211,84.9000015258789,85.40833282470703,4647936.0,50.741310119628906
2012-01-13,86.5,84.3499984741211,86.23332977294922,84.7750015258789,1512474.0,50.36505126953125
2012-01-16,85.16666412353516,83.04166412353516,84.5999984741211,84.21666717529297,1047492.0,50.0333366394043
2012-01-17,88.16666412353516,84.21666717529297,84.21666717529297,87.55833435058594,2128476.0,52.01862716674805
2012-01-18,91.94999694824219,86.85832977294922,86.85832977294922,89.30000305175781,3891198.0,53.05335998535156
2012-01-19,91.4000015258789,88.61666870117188,89.71666717529297,90.36666870117188,2750400.0,53.68706130981445
2012-01-20,94.21666717529297,89.68333435058594,89.68333435058594,93.31666564941406,2835024.0,55.439666748046875
2012-01-23,93.58333587646484,90.25,92.66666412353516,90.90833282470703,1942236.0,54.00885772705078
2012-01-24,93.96666717529297,90.21666717529297,90.80000305175781,92.7249984741211,3360840.0,55.088157653808594
2012-01-25,98.30833435058594,92.98332977294922,93.33333587646484,96.5999984741211,8597796.0,57.39030838012695
2012-01-27,97.88333129882812,95.2249984741211,97.88333129882812,96.21666717529297,2525988.0,57.16255569458008
2012-01-30,96.58333587646484,92.06666564941406,95.66666412353516,94.06666564941406,2840346.0,55.885250091552734
