Date,High,Low,Open,Close,Volume,Adj Close
2022-01-03,297.54998779296875,292.3500061035156,292.8999938964844,296.8999938964844,1016360.0,296.8999938964844
2022-01-04,301.0,295.0,298.95001220703125,297.8999938964844,2276944.0,297.8999938964844
2022-01-05,315.45001220703125,298.0,298.95001220703125,314.29998779296875,7511958.0,314.29998779296875
2022-01-06,317.0,308.5,315.95001220703125,314.1499938964844,4371260.0,314.1499938964844
2022-01-07,325.0,314.70001220703125,314.70001220703125,320.0,4815366.0,320.0
2022-01-10,327.8500061035156,319.0,320.0,326.54998779296875,2593083.0,326.54998779296875
2022-01-11,327.45001220703125,317.70001220703125,326.0,318.75,3046616.0,318.75
2022-01-12,325.8500061035156,316.6499938964844,320.79998779296875,319.1499938964844,3166104.0,319.1499938964844
2022-01-13,323.45001220703125,318.1499938964844,320.79998779296875,321.75,2386473.0,321.75
2022-01-14,326.3999938964844,319.5,321.5,325.0,3786535.0,325.0
2022-01-17,330.3999938964844,325.3999938964844,327.3500061035156,327.95001220703125,3892010.0,327.95001220703125
2022-01-18,330.45001220703125,323.0,328.1000061035156,323.8500061035156,2935659.0,323.8500061035156
2022-01-19,329.0,318.20001220703125,320.54998779296875,324.3500061035156,2566812.0,324.3500061035156
2022-01-20,332.20001220703125,322.20001220703125,323.0,325.04998779296875,3091537.0,325.04998779296875
2022-01-21,325.6499938964844,309.29998779296875,323.6499938964844,310.5,2865636.0,310.5
2022-01-24,313.6499938964844,300.75,309.6000061035156,303.5,2658907.0,303.5
2022-01-25,313.45001220703125,300.29998779296875,300.6000061035156,311.3500061035156,4044653.0,311.3500061035156
2022-01-27,312.79998779296875,305.54998779296875,309.0,308.29998779296875,3620065.0,308.29998779296875
2022-01-28,322.6000061035156,310.0,310.1499938964844,313.45001220703125,4242254.0,313.45001220703125
2022-01-31,322.3500061035156,313.1000061035156,316.8500061035156,314.1000061035156,2816064.0,314.1000061035156
