Date,High,Low,Open,Close,Volume,Adj Close
2012-01-02,57.4555549621582,55.67777633666992,56.24444580078125,56.17777633666992,1829749.0,32.44173049926758
2012-01-03,56.53333282470703,55.0,55.5555534362793,56.155555725097656,1996263.0,32.42890548706055
2012-01-04,56.122222900390625,54.35555648803711,55.0444450378418,54.79999923706055,2301480.0,31.646100997924805
2012-01-05,54.86666488647461,53.0,54.44444274902344,53.25555419921875,3211501.0,30.754201889038086
2012-01-06,54.400001525878906,52.96666717529297,53.11111068725586,53.67777633666992,4011970.0,30.998023986816406
2012-01-09,54.122222900390625,53.122222900390625,53.77777862548828,53.633331298828125,1203021.0,30.97235870361328
2012-01-10,54.75555419921875,54.11111068725586,54.22222137451172,54.57777786254883,1057234.0,31.51776123046875
2012-01-11,56.79999923706055,54.488887786865234,54.488887786865234,56.21110916137695,2615485.0,32.46098709106445
2012-01-12,56.64444351196289,54.96666717529297,55.61111068725586,55.58888626098633,5573560.0,32.101661682128906
2012-01-13,57.20000076293945,55.78888702392578,56.22222137451172,56.44444274902344,2907171.0,32.59573745727539
2012-01-16,56.77777862548828,55.78888702392578,56.22222137451172,56.29999923706055,1272087.0,32.5123176574707
2012-01-17,58.22222137451172,56.47777557373047,56.655555725097656,57.88888931274414,2635600.0,33.42988204956055
2012-01-18,59.61111068725586,56.58888626098633,58.07777786254883,57.32222366333008,3187147.0,33.102638244628906
2012-01-19,58.844444274902344,57.22222137451172,57.57777786254883,58.400001525878906,1649133.0,33.725032806396484
2012-01-20,59.900001525878906,58.11111068725586,58.666664123535156,59.655555725097656,2692768.0,34.45008850097656
2012-01-23,61.38888931274414,59.61111068725586,59.77777862548828,60.06666564941406,2624341.0,34.6875114440918
2012-01-24,61.22222137451172,59.155555725097656,59.96666717529297,60.64444351196289,1478448.0,35.02116394042969
2012-01-25,64.22222137451172,60.67777633666992,61.0,63.633331298828125,5968030.0,36.7471923828125
2012-01-27,64.56666564941406,62.522220611572266,63.33333206176758,64.30000305175781,3804835.0,37.1321907043457
2012-01-30,64.4222183227539,62.61111068725586,63.97777557373047,63.099998474121094,3666253.0,36.439205169677734
2012-01-31,66.34444427490234,62.377777099609375,63.35555648803711,65.5888900756836,3679159.0,37.87649917602539
2012-02-01,65.68888854980469,63.33333206176758,65.53333282470703,64.0111083984375,1552239.0,36.96535873413086
2012-02-02,64.85555267333984,62.5,64.23332977294922,63.099998474121094,3891586.0,36.439205169677734
2012-02-03,64.77777862548828,63.011112213134766,63.5555534362793,63.655555725097656,3818641.0,36.76002883911133
2012-02-06,65.22222137451172,63.33333206176758,63.79999923706055,63.57777786254883,3238128.0,36.71512222290039
2012-02-07,65.68888854980469,62.35555648803711,63.57777786254883,62.75555419921875,3127279.0,36.240291595458984
2012-02-08,63.85555648803711,61.622222900390625,61.622222900390625,63.622222900390625,2074671.0,36.740779876708984
2012-02-09,73.28888702392578,55.599998474121094,55.599998474121094,63.911109924316406,3145275.0,36.90760803222656
2012-02-10,68.83333587646484,65.0,66.66666412353516,65.33333587646484,15062202.0,37.72892761230469
2012-02-13,66.0,62.93333435058594,65.77777862548828,63.20000076293945,3479197.0,36.49695587158203
2012-02-14,64.34444427490234,63.24444580078125,63.64444351196289,63.5,2343460.0,36.67020034790039
2012-02-15,65.22222137451172,63.33333206176758,63.5555534362793,64.43333435058594,4801356.0,37.20918655395508
2012-02-16,65.0888900756836,63.5555534362793,64.22222137451172,64.86666870117188,2255679.0,37.45943069458008
2012-02-17,65.84444427490234,62.88888931274414,63.57777786254883,64.45555877685547,3306015.0,37.22201919555664
2012-02-21,64.64444732666016,63.5555534362793,64.25555419921875,63.81111145019531,2377386.0,36.84986114501953
2012-02-22,67.61111450195312,63.18888854980469,64.02222442626953,63.9555549621582,9687046.0,36.93328094482422
2012-02-23,68.07777404785156,64.0,64.24444580078125,66.14444732666016,9387342.0,38.19732666015625
2012-02-24,67.55555725097656,62.68888854980469,66.46666717529297,63.93333435058594,5293318.0,36.92044448852539
2012-02-27,66.56666564941406,61.97777557373047,63.79999923706055,66.15555572509766,11975040.0,38.203731536865234
2012-02-28,67.22222137451172,65.24444580078125,66.86666870117188,66.66666412353516,3895654.0,38.498897552490234
2012-02-29,70.0,66.82221984863281,66.9111099243164,69.68888854980469,8143150.0,40.24418640136719
2012-03-01,70.33333587646484,68.22222137451172,70.33333587646484,69.0888900756836,2724471.0,39.89768981933594
2012-03-02,69.71111297607422,67.77777862548828,69.32221984863281,68.53333282470703,3080803.0,39.576866149902344
2012-03-05,70.46666717529297,67.66666412353516,70.24444580078125,68.5111083984375,3692709.0,39.564029693603516
2012-03-06,70.43333435058594,68.45555877685547,68.88888549804688,69.26666259765625,5849739.0,40.000343322753906
