Date,High,Low,Open,Close,Volume,Adj Close
2022-01-03,387.0,384.0,384.0,386.1000061035156,3234192.0,380.9602355957031
2022-01-04,393.75,384.75,388.0,385.95001220703125,5899648.0,380.8122253417969
2022-01-05,396.5,383.45001220703125,384.95001220703125,394.70001220703125,6741998.0,389.44573974609375
2022-01-06,396.6499938964844,390.6000061035156,396.0,395.79998779296875,4118574.0,390.53106689453125
2022-01-07,402.8999938964844,395.0,398.0,396.20001220703125,5957213.0,390.92578125
2022-01-10,399.70001220703125,395.6000061035156,399.0,397.54998779296875,2089864.0,392.2577819824219
2022-01-11,398.79998779296875,390.1499938964844,398.79998779296875,391.1499938964844,3427008.0,385.9429931640625
2022-01-12,395.95001220703125,386.54998779296875,394.5,388.70001220703125,4623410.0,383.525634765625
2022-01-13,397.54998779296875,387.25,390.20001220703125,394.5,4245712.0,389.2484130859375
2022-01-14,399.95001220703125,392.5,395.0,398.45001220703125,3457752.0,393.1458435058594
2022-01-17,404.3999938964844,398.6000061035156,401.0,400.54998779296875,4835805.0,395.21783447265625
2022-01-18,406.8999938964844,396.3500061035156,401.79998779296875,398.1000061035156,6610248.0,392.80047607421875
2022-01-19,401.5,393.0,396.0,394.3500061035156,5173988.0,389.10040283203125
2022-01-20,397.54998779296875,390.20001220703125,395.0,393.04998779296875,3247617.0,387.81768798828125
2022-01-21,396.04998779296875,380.0,393.79998779296875,381.70001220703125,5155269.0,376.6188049316406
2022-01-24,383.8500061035156,370.1000061035156,381.3999938964844,373.1000061035156,5334037.0,368.1332702636719
2022-01-25,383.79998779296875,368.0,372.1000061035156,382.54998779296875,4952650.0,377.45745849609375
2022-01-27,385.25,375.0,385.0,382.20001220703125,5737395.0,377.1121520996094
2022-01-28,393.5,381.3500061035156,384.95001220703125,382.5,4044959.0,377.40814208984375
2022-01-31,399.79998779296875,387.95001220703125,390.0,397.04998779296875,6964092.0,391.7644348144531
